caseid,weight,Q_Norms_pick,Q_Institutions_pick,Q_Rights_pick,Q_Elections_pick,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_12,Q1_13,Q1_14,Q1_15,Q1_16,Q1_17,Q1_18,Q1_19,Q1_20,Q1_21,Q1_22,Q1_23,Q1_24,Q1_25,Q1_26,Q1_27,Q1_28,rating_USA,democracy_importance,NormsR_1,NormsR_2,NormsR_3,Norms_4,Norms_5,Norms_6,InstitutionsR_1,InstitutionsR_2,InstitutionsR_3,Institutions_4,Institutions_5,Institutions_6,RightsR_1,RightsR_2,RightsR_3,Rights_4,Rights_5,Rights_6,ElectionR_1,ElectionR_2,ElectionR_3,Elections_4,Elections_5,Elections_6,Q173_1,Q173_2,Q173_3,Q161_1,Q161_2,Q161_3,Q175_1,Q175_2,Q175_3,Q174_1,Q174_2,Q174_3,Q176_1,Q176_2,Q176_3,Q176_4,polinterest,approve_trmp,agreement,senator_term,prestimes,num_senators,prime_minister,houserep_term,answer_lookup,take_serious,comments,page_Q1_grid_timing,page_rating_USA_timing,page_democracy_importance_scale_,page_Norms_grid_timing,page_NormsR_grid_timing,page_Institutions_grid_timing,page_InstitutionsR_grid_timing,page_Rights_grid_timing,page_RightsR_grid_timing,page_Election_grid_timing,page_ElectionR_grid_timing,page_Q173_grid_timing,page_Q161_grid_timing,page_Q175_grid_timing,page_Q174_grid_timing,page_Q176_grid_timing,page_inputstate_timing,page_ideo7_timing,page_page_pid3_timing,page_page_pid7_timing,page_educ7_timing,page_ethnicity_timing,page_polinterest_timing,page_approve_trmp_timing,page_next_intro_pg_timing,page_senterm_pg_timing,page_presterm_pg_timing,page_primemin_pg_timing,page_houseterm_pg_timing,page_cheaters_pg_timing,page_serious_pg_timing,page_comments_timing,Q1_order_1,Q1_order_2,Q1_order_3,Q1_order_4,Q1_order_5,Q1_order_6,Q1_order_7,Q1_order_8,Q1_order_9,Q1_order_10,dad_order_1,dad_order_2,dad_order_3,dad_order_4,Norms_1_order,Norms_2_order,Norms_3_order,NormsR_1_order,NormsR_2_order,NormsR_3_order,Institutions_1_order,Institutions_2_order,Institutions_3_order,InstitutionsR_1_order,InstitutionsR_2_order,InstitutionsR_3_order,Election_1_order,Election_2_order,Election_3_order,ElectionR_1_order,ElectionR_2_order,ElectionR_3_order,Rights_1_order,Rights_2_order,Rights_3_order,RightsR_1_order,RightsR_2_order,RightsR_3_order,Scenario_order_1,Scenario_order_2,Scenario_order_3,Scenario_order_4,Q161_1_order,Q161_2_order,Q161_3_order,Q173_1_order,Q173_2_order,Q173_3_order,Q174_1_order,Q174_2_order,Q174_3_order,Q175_1_order,Q175_2_order,Q175_3_order,Q176_1_order,Q176_2_order,Q176_3_order,Q176_4_order,age,age9,ideo7,educ7,hispanic,ethnicity,birthyr,gender,race,educ,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputstate,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
1013326969,0.677490153093716,2,2,2,2,NA,1,1,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,57,10,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,4,4,4,3,3,1,1,1,4,1,1,2,2,3,1,2,1,NA,51.458,15.447,6.584,0,12.563,0,18.774,0,18.141,0,18.794,22.941,13.419,0,44.138,36.717,9.294,4.488,3.075,2.794,4.917,2.944,3.296,3.919,24.752,12.328,4.793,6.455,14.82,4.615,9.532,2.454,8,2,15,14,3,11,21,6,23,9,5,3,5,4,4,4,4,2,1,3,4,4,4,2,1,3,4,4,4,2,1,3,3,3,3,3,2,1,2,4,5,2,1,3,2,3,1,2,1,2,3,4,4,4,2,4,3,1,69,7,6,3,2,1,1950,2,1,3,1,2,6,1,1,1,38,1,2,1,11,5,2,3,6,2019-10-08T18:00:56Z,2019-10-08T18:11:15Z
1013326375,1.03964462587336,2,1,1,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,3,2,1,1,NA,NA,NA,NA,2,36,10,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,5,5,5,NA,NA,NA,2,2,2,1,2,1,NA,NA,NA,4,4,4,4,4,1,1,2,4,1,3,2,2,3,2,2,1,Interesting,83.603,19.74,5.937,0,16.924,18.71,0,15.319,0,0,33.989,22.348,13.479,0,22.8,55.937,0,10.181,6.608,4.278,4.236,5.866,7.12,5.765,16.342,7.907,8.39,5.229,17.349,7.647,8.504,16.622,21,22,6,14,20,11,28,19,23,18,6,3,4,2,4,4,4,3,2,1,3,1,2,4,4,4,4,4,4,1,2,3,1,2,1,4,4,4,4,3,1,1,2,1,3,3,1,2,1,3,2,4,4,4,1,4,3,2,84,8,5,7,2,3,1935,1,5,6,1,5,9,1,2,1,42,1,3,1,9,6,2,4,7,2019-10-08T17:56:55Z,2019-10-08T18:11:22Z
1013326671,0.917369734272658,2,2,2,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,4,NA,4,1,2,NA,2,NA,NA,4,NA,NA,NA,NA,4,NA,NA,77,9,4,4,4,NA,NA,NA,5,4,5,NA,NA,NA,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,4,1,4,NA,NA,NA,1,1,1,1,1,4,4,1,1,1,1,1,1,3,2,2,1,1,2,1,NA,202.51,29.12,14.014,0,46.811,0,34.136,0,23.051,0,21.495,50.323,0,25.243,49.55,61.728,10.159,9.788,4.322,2.903,4.156,8.897,4.358,4.641,19.271,12.15,7.299,13.74,14.588,12.734,8.528,3.303,6,16,15,18,21,14,1,26,2,12,7,8,6,7,4,4,4,2,1,3,4,4,4,2,1,3,4,4,4,3,1,2,3,3,3,2,1,3,5,1,5,4,4,4,4,3,1,2,2,3,1,1,2,3,4,3,2,1,73,7,1,4,2,1,1946,1,1,4,1,1,8,2,7,2,41,1,5,1,1,1,1,1,1,2019-10-08T17:55:53Z,2019-10-08T18:11:24Z
1013334983,0.788992327146523,1,2,2,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,2,2,1,1,NA,3,NA,NA,NA,57,10,NA,NA,NA,1,1,1,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,2,1,1,1,1,2,3,4,3,3,1,1,2,4,1,3,2,2,3,1,2,1,NA,84.481,14.352,8.544,18.773,0,0,18.664,0,15.392,21.932,0,0,17.067,18.52,38.631,39.843,0,7.278,3.491,4.243,5.87,4.63,4.707,4.287,8.717,4.207,4.429,4.536,4.744,4.817,10.061,3.902,11,2,21,22,16,25,3,17,20,23,5,6,6,1,3,2,1,4,4,4,4,4,4,3,2,1,2,3,1,4,4,4,3,3,3,3,2,1,2,4,2,3,2,3,1,4,4,4,3,1,2,3,2,1,1,2,3,4,70,7,6,3,2,1,1949,1,1,3,2,2,4,1,1,1,17,1,2,1,2,5,2,2,1,2019-10-08T17:59:37Z,2019-10-08T18:11:33Z
1013243017,1.00549584559541,1,1,1,1,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,4,NA,NA,NA,NA,1,NA,4,10,NA,NA,NA,1,1,1,NA,NA,NA,1,2,4,NA,NA,NA,5,2,4,NA,NA,NA,4,1,5,3,1,1,3,3,3,1,2,4,1,1,1,NA,NA,NA,NA,1,1,1,3,2,2,3,3,2,1,NA,85.806,13.265,5.705,32.399,0,22.654,0,30.181,0,35.929,0,31.735,21.962,38.089,25.888,0,0,4.323,3.249,2.513,4.013,5.157,3.619,4.953,10.864,5.353,8.103,4.718,6.903,12.6,8.84,3.807,27,6,19,3,22,2,14,18,13,5,1,7,1,3,3,1,2,4,4,4,3,2,1,4,4,4,2,1,3,4,4,4,1,1,2,4,4,4,4,3,1,4,2,1,3,3,2,1,1,3,2,2,1,3,5,5,5,5,62,6,1,5,2,1,1957,2,1,5,1,1,14,2,7,2,12,1,5,1,1,1,1,1,1,2019-10-08T18:00:17Z,2019-10-08T18:12:01Z
1013466083,1.65214801064582,2,2,2,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,3,2,NA,1,32,1,4,4,4,NA,NA,NA,4,2,4,NA,NA,NA,4,2,4,NA,NA,NA,4,2,5,NA,NA,NA,NA,NA,NA,1,1,1,3,4,1,2,2,3,1,1,1,2,1,1,1,3,2,2,3,1,2,1,"We are NOT a Democracy...we are a Democratic Republic! ! !Many of the questions about is it democratic were difficult to answer, since we are not a democracy!",110.63,24.135,12.504,0,22.837,0,38.208,0,33.584,0,32.57,0,20.159,41.087,45.518,49.698,0,5.909,6.771,5.193,5.178,4.449,4.555,4.517,8.543,7.88,4.559,5.577,7.514,9.89,10.084,73.587,2,4,1,15,28,22,11,25,21,26,4,1,3,8,4,4,4,2,3,1,4,4,4,1,3,2,4,4,4,2,3,1,3,3,3,3,2,1,1,2,3,5,3,2,1,4,4,4,2,1,3,1,2,3,4,2,1,3,75,8,2,3,2,1,1944,2,1,3,3,5,4,3,5,2,6,1,4,1,1,1,1,1,1,2019-10-08T17:59:57Z,2019-10-08T18:12:50Z
1013526773,0.818835042118059,2,2,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,5,4,NA,1,2,NA,1,NA,1,NA,NA,2,NA,NA,76,8,5,5,5,NA,NA,NA,5,2,5,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,5,5,4,1,2,1,3,1,1,1,1,1,1,4,NA,NA,NA,NA,2,2,1,2,2,2,4,1,2,1,NA,93.591,19.854,8.709,0,41.556,0,50.658,22.006,0,39.037,0,40.264,26.72,35.722,51.746,0,0,7.901,4.107,5.378,4.147,7.278,5.094,6.11,6.12,9.816,5.864,11.57,6.914,8.716,7.302,4.367,23,21,9,2,18,26,15,19,8,16,7,2,8,4,4,4,4,3,2,1,4,4,4,3,2,1,2,3,1,4,4,4,1,1,2,4,4,4,2,1,5,4,3,2,1,2,3,1,3,2,1,1,2,3,5,5,5,5,71,7,1,5,2,1,1948,2,1,5,1,5,7,2,7,2,29,1,5,1,1,1,1,1,1,2019-10-08T17:59:26Z,2019-10-08T18:13:07Z
1013334825,1.19565347492398,1,2,2,1,NA,2,NA,2,NA,NA,3,1,NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,3,NA,3,3,37,8,NA,NA,NA,1,1,1,4,4,5,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,2,1,1,3,2,2,1,2,2,2,3,2,3,2,4,NA,NA,NA,NA,3,3,1,1,2,4,3,1,2,1,NA,120.706,11.746,7.308,22.773,0,0,70.047,0,37.928,36.488,0,40.981,76.507,46.356,54.113,0,0,17.765,2.996,2.478,2.699,2.852,4.208,8.903,9.545,30.041,9.273,8.456,15.497,5.919,9.409,4.752,25,2,18,4,11,8,23,27,28,7,8,7,2,7,1,3,2,4,4,4,4,4,4,1,3,2,1,2,3,4,4,4,3,3,3,3,1,2,1,2,4,5,3,2,1,3,1,2,1,2,3,3,1,2,5,5,5,5,63,6,5,3,2,1,1956,2,1,3,1,5,8,1,2,2,4,1,3,2,2,6,2,4,7,2019-10-08T17:59:19Z,2019-10-08T18:14:13Z
1013243033,0.932554119215151,1,1,2,1,1,NA,1,NA,NA,NA,NA,1,2,NA,4,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,50,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,4,4,1,1,4,NA,1,1,4,NA,2,2,1,3,2,2,3,1,2,1,This was the most biased survey I have ever faced on YouGov. The premises of the questions were flawed or incorrect on their face.,67.002,18.588,9.11,5.641,0,21.288,0,0,19.622,99.842,0,19.68,0,35.019,44.138,28.539,0,6.502,3.816,3.045,3.847,5.716,5.09,6.191,10.975,8.147,5.734,5.67,5.354,8.169,8.622,58.326,28,9,14,23,13,1,11,8,12,3,3,4,4,5,1,2,3,4,4,4,3,1,2,4,4,4,2,1,3,4,4,4,3,3,3,1,3,2,1,4,2,2,4,4,4,2,1,3,1,3,2,2,3,1,2,1,4,3,71,7,2,6,2,1,1948,1,1,6,1,2,4,2,7,2,4,1,4,1,1,2,1,1,3,2019-10-08T18:02:10Z,2019-10-08T18:14:16Z
1013231091,1.29664548630783,2,1,1,2,NA,NA,NA,NA,NA,NA,2,2,1,NA,1,NA,2,NA,NA,NA,3,2,NA,NA,NA,NA,1,5,2,NA,NA,NA,39,8,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,4,4,5,4,1,1,1,4,1,3,2,4,3,1,2,1,no problems,167.898,29.55,12.128,0,39.413,40.842,0,30.498,0,0,90.934,0,31.062,48.931,96.876,66.117,0,11.932,6.173,4,5.786,4.933,11.046,7.2,13.925,11.397,8.895,10.16,22.874,11.621,13.744,30.071,13,24,18,17,23,9,25,8,11,7,4,2,7,3,4,4,4,1,2,3,1,2,3,4,4,4,4,4,4,2,1,3,1,2,1,4,4,4,1,2,1,1,3,2,1,4,4,4,3,2,1,1,3,2,4,1,3,2,85,9,4,4,2,1,1934,1,1,4,1,5,4,2,6,1,42,1,3,1,2,5,2,2,3,2019-10-08T17:54:17Z,2019-10-08T18:14:42Z
1013265051,0.952427182353992,2,2,2,2,NA,NA,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,1,NA,3,NA,NA,44,9,5,5,5,NA,NA,NA,4,5,5,NA,NA,NA,5,5,2,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,2,2,4,1,1,4,1,1,4,1,1,1,1,1,1,1,2,2,2,4,3,2,1,NA,136.906,10.009,8.498,0,20.123,0,47.976,0,31.051,0,51.136,0,36.407,45.873,61.37,34.525,0,6.946,2.424,2.034,5.69,2.437,3.223,2.716,7.403,11.969,4.38,8.859,4.294,4.158,7.701,1.708,26,16,18,5,15,7,24,19,4,3,8,4,7,2,4,4,4,3,2,1,4,4,4,2,3,1,4,4,4,1,3,2,3,3,3,3,1,2,1,5,2,1,3,2,1,4,4,4,1,3,2,2,1,3,3,2,4,1,64,6,2,2,2,1,1955,1,1,2,1,4,3,2,7,2,42,1,4,1,2,5,2,2,6,2019-10-08T18:02:20Z,2019-10-08T18:14:46Z
1013275017,0.815497380375684,2,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,2,1,NA,4,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2,1,NA,75,10,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,3,2,2,1,2,1,2,2,2,3,4,4,NA,NA,NA,NA,2,4,1,3,2,2,3,1,2,1,None...…...no problems...,181.995,36.469,14.663,0,58.525,34.471,0,20.166,0,44.683,0,64.553,32.352,81.39,113.237,0,0,16.095,6.177,5.612,15.26,7.753,8.285,10.536,26.188,11.746,9.025,5.316,8.354,23.399,14.781,31.101,9,13,4,14,11,27,10,23,21,26,2,7,1,8,4,4,4,2,1,3,2,3,1,4,4,4,1,2,3,4,4,4,1,1,2,4,4,4,3,1,5,5,3,2,1,2,3,1,3,2,1,1,2,3,5,5,5,5,72,7,5,7,2,1,1947,1,1,6,1,5,14,1,1,1,37,1,2,1,1,2,1,1,1,2019-10-08T17:55:11Z,2019-10-08T18:15:35Z
1013334031,0.301535935123966,2,1,2,2,NA,NA,1,NA,1,3,4,1,NA,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2,NA,20,10,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,1,3,2,1,2,1,NA,NA,NA,4,4,4,4,3,1,1,1,4,1,3,2,2,3,1,2,1,No comments,133.33,20.923,8.354,0,24.336,21.538,0,0,17.65,0,24.338,33.936,23.506,0,33.843,49.424,0,7.248,5.082,3.366,8.764,5.316,3.791,7.296,11.711,6.033,5.528,5.52,6.002,7.385,8.773,11.093,3,8,7,6,5,18,10,22,11,27,7,5,5,7,4,4,4,2,1,3,3,1,2,4,4,4,4,4,4,2,3,1,3,3,3,3,1,2,4,5,3,3,3,2,1,1,2,3,3,1,2,4,4,4,2,4,3,1,60,6,7,7,2,1,1959,1,1,6,1,1,10,1,1,4,36,1,1,1,1,4,2,4,7,2019-10-08T18:03:22Z,2019-10-08T18:16:01Z
1013252825,0.541656072576938,1,2,1,1,2,2,2,NA,NA,2,2,NA,NA,NA,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,NA,41,10,NA,NA,NA,1,5,1,5,5,7,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,4,1,4,4,2,1,2,1,1,2,4,4,4,4,NA,NA,NA,NA,1,4,1,3,2,2,3,1,2,2,NA,210.257,23.794,13.81,52.655,0,0,83.128,46.168,0,42.158,0,51.668,43.284,70.885,99.422,0,0,9.921,38.122,5.844,8.837,5.954,5.394,6.671,18.733,13.311,5.649,8.616,10.308,12.183,11.128,14.533,26,7,18,1,14,3,2,6,12,27,1,7,6,6,1,3,2,4,4,4,4,4,4,1,3,2,1,3,2,4,4,4,2,1,1,4,4,4,1,5,2,2,2,1,3,3,1,2,3,1,2,2,3,1,5,5,5,5,73,7,6,4,2,1,1946,1,1,4,1,5,97,4,3,1,41,1,3,1,10,6,2,4,7,2019-10-08T17:52:37Z,2019-10-08T18:16:08Z
1013347757,0.7025862087348,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,1,1,3,1,NA,NA,2,2,1,NA,30,10,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,3,5,3,4,1,4,4,1,1,1,4,1,3,2,2,3,1,2,1,NA,138.081,30.141,7.566,0,12.926,0,22.855,20.866,0,40.996,0,0,23.804,146.524,52.626,23.211,0,5.107,3.306,3.573,3.707,12.459,5.798,4.159,37.914,24.128,4.113,5.776,8.743,5.41,9.622,2.94,22,19,27,12,25,21,26,20,17,14,8,2,8,8,4,4,4,1,3,2,4,4,4,3,1,2,2,1,3,4,4,4,1,1,2,4,4,4,2,3,2,1,2,3,1,4,4,4,1,3,2,2,1,3,1,3,2,4,56,6,7,3,2,1,1963,2,1,3,1,6,1,1,1,1,39,1,1,1,11,6,2,4,7,2019-10-08T17:53:25Z,2019-10-08T18:16:53Z
1013243073,0.920457377470513,1,1,2,2,NA,NA,NA,2,1,NA,3,1,NA,3,NA,NA,NA,2,NA,2,NA,NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,40,8,NA,NA,NA,2,2,2,NA,NA,NA,2,1,1,5,5,5,NA,NA,NA,5,7,4,NA,NA,NA,3,1,3,1,1,5,1,1,1,NA,NA,NA,5,3,1,1,3,4,1,1,2,2,3,NA,2,1,"I had to go to the bathroom and when I got back to the survey the question was no longer there, but a question about whether or not I looked up any answers to the survey. Do you not allow any allowance for time between your questions?",65.482,15.399,10.39,18.889,0,20.209,0,0,16.792,0,76.826,37.333,21.62,34.163,0,54.519,3.801,5.018,2.469,2.259,2.954,2.866,3.934,4.032,12.363,4.176,4.451,28.793,30.011,10.929,21.099,100.858,4,7,14,10,20,22,8,5,26,16,5,5,5,5,2,1,3,4,4,4,1,2,3,4,4,4,4,4,4,3,2,1,3,3,3,2,1,3,5,1,2,5,3,1,2,1,3,2,4,4,4,2,1,3,4,3,1,2,70,7,4,3,2,1,1949,2,1,3,1,1,5,1,2,1,12,1,3,3,5,5,2,3,3,2019-10-08T18:02:47Z,2019-10-08T18:17:00Z
1013545601,0.975230452485217,1,2,2,1,NA,NA,NA,2,NA,NA,NA,NA,1,NA,3,2,2,NA,NA,NA,2,NA,NA,NA,2,NA,2,2,NA,2,NA,NA,74,10,NA,NA,NA,1,1,1,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,1,1,1,NA,NA,NA,3,3,4,2,1,1,1,3,4,1,2,2,1,3,5,2,1,I really enjoy the political surveys. Great questions.,138.076,23.441,8.954,30.239,0,0,33.013,0,54.501,55.734,0,76.862,27.888,0,79.566,104.952,0,7.662,3.133,3.247,6.238,3.95,5.346,20.345,21.302,21.427,5.125,5.526,14.173,15.493,9.819,32.445,4,23,12,24,21,11,9,13,17,26,1,4,6,1,3,1,2,4,4,4,4,4,4,2,3,1,2,1,3,4,4,4,3,3,3,1,3,2,5,1,5,5,2,1,3,2,1,3,1,2,3,4,4,4,1,2,4,3,47,5,5,5,2,1,1972,1,1,5,3,6,1,1,1,1,18,1,3,2,1,2,1,1,1,2019-10-08T17:59:16Z,2019-10-08T18:17:03Z
1013340759,0.969444412641506,2,1,2,2,1,1,NA,NA,NA,NA,NA,1,NA,1,4,4,1,4,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,48,10,5,5,5,NA,NA,NA,NA,NA,NA,1,1,5,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,4,1,4,1,1,1,1,1,4,NA,NA,NA,5,4,1,1,1,1,1,3,2,2,NA,2,2,1,"The forward button failed four times and I had to refresh the page to continue,",71.336,17.147,8.379,0,21.317,29.568,0,0,15.534,0,21.397,12.539,10.361,27.266,0,43.351,0,6.008,3.336,4.712,10.004,4.152,6.898,4.462,21.246,3.64,7.634,3.991,6.929,12.559,10.078,53.621,12,11,2,1,23,10,14,13,22,8,2,3,3,2,4,4,4,1,3,2,2,3,1,4,4,4,4,4,4,3,1,2,3,3,3,1,3,2,4,2,1,1,2,1,3,2,3,1,4,4,4,3,2,1,2,4,1,3,66,7,1,2,2,1,1953,1,1,2,4,5,3,2,7,2,10,1,5,1,1,5,1,1,1,2019-10-08T17:52:50Z,2019-10-08T18:17:06Z
1013242767,0.815497380375684,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,3,NA,NA,NA,NA,1,1,3,NA,2,NA,NA,NA,NA,NA,2,NA,1,2,26,10,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,1,2,1,1,1,1,1,1,NA,NA,NA,4,4,1,1,1,4,1,3,2,2,3,1,2,1,NA,156.606,22.943,20.674,30.249,0,21.77,0,32.202,0,38.08,0,79.612,32.412,40.636,0,97.092,7.919,6.816,9.624,5.77,11.029,9.16,6.325,7.493,13.184,11.885,9.1,11.344,13.479,16.154,20.32,3.501,10,28,5,19,17,15,6,25,27,16,6,6,4,1,2,3,1,4,4,4,1,3,2,4,4,4,1,3,2,4,4,4,1,2,1,4,4,4,5,5,4,4,1,3,2,3,1,2,4,4,4,1,2,3,1,4,2,3,79,8,7,6,2,1,1940,1,1,6,1,5,8,1,1,1,17,1,1,1,1,6,2,3,3,2019-10-08T17:59:48Z,2019-10-08T18:17:08Z
1012977885,0.64514214719584,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,1,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,1,NA,13,10,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,1,1,1,NA,NA,NA,4,4,4,3,4,1,1,1,4,1,2,2,4,3,1,2,1,We need to get info out about unfit the present administration is.,97.466,23.75,15.327,47.352,0,18.845,0,0,45.737,59.958,0,46.097,16.981,0,56.651,69.069,0,11.602,27.166,6.392,6.898,6.737,5.805,7.04,10.875,30.002,8.903,18.244,13.888,15.42,10.557,40.086,9,24,12,20,22,13,17,27,15,8,3,4,2,3,2,3,1,4,4,4,2,3,1,4,4,4,1,2,3,4,4,4,3,3,3,1,2,3,4,5,3,3,3,2,1,2,1,3,3,1,2,4,4,4,2,3,4,1,62,6,4,2,2,1,1957,2,1,2,1,1,7,4,4,1,36,1,3,1,2,4,2,2,1,2019-10-08T18:02:16Z,2019-10-08T18:18:32Z
1013242627,1.17740163548464,2,2,2,1,NA,3,NA,NA,NA,NA,NA,3,NA,3,NA,3,4,NA,3,3,4,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,73,9,4,5,5,NA,NA,NA,5,4,5,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,5,5,4,NA,NA,NA,1,3,2,3,4,2,2,2,3,3,4,4,3,3,3,1,6,5,4,1,6,1,1,any,46.384,12.512,3.39,0,4.356,0,8.77,0,15.3,5.634,0,0,9.854,15.595,36.575,16.81,0,4.585,3.14,1.795,4.611,4.76,2.961,4.132,28.207,12.913,3.025,5.706,5.204,3.283,13.903,24.27,2,23,16,13,12,17,10,15,22,8,5,7,6,8,4,4,4,2,1,3,4,4,4,3,1,2,1,3,2,4,4,4,3,3,3,3,1,2,2,3,3,4,2,1,3,4,4,4,3,2,1,2,1,3,1,3,4,2,38,4,3,6,2,1,1981,2,1,6,1,1,8,1,1,1,36,1,3,2,2,5,1,1,1,2019-10-08T18:01:48Z,2019-10-08T18:19:39Z
1013319287,0.815497380375684,2,2,1,2,NA,2,NA,NA,NA,NA,3,NA,2,3,NA,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,60,10,5,5,5,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,5,5,5,NA,NA,NA,3,2,2,1,1,1,1,1,2,NA,NA,NA,4,1,1,1,1,4,1,3,2,2,3,1,2,1,NA,110.42,42.643,15.231,0,23.492,0,33.919,26.612,0,0,22.859,94.15,19.895,42.003,0,67.987,9.877,10.919,5.18,4.781,7.817,6.447,5.649,6.594,14.971,9.781,7.393,7.056,8.278,7.523,7.689,2.433,10,2,7,27,24,9,16,17,28,12,8,8,7,6,4,4,4,3,2,1,4,4,4,1,3,2,4,4,4,3,2,1,1,1,2,4,4,4,2,4,4,4,3,1,2,2,1,3,4,4,4,1,3,2,3,1,4,2,88,9,7,7,2,1,1931,1,1,6,1,5,11,1,1,1,17,1,1,1,10,6,2,4,7,2019-10-08T18:01:54Z,2019-10-08T18:20:24Z
1013487451,0.773579683925216,2,1,1,2,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,2,2,1,NA,NA,0,10,5,5,5,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,5,5,5,NA,NA,NA,1,5,5,1,2,1,1,1,4,NA,NA,NA,5,4,1,1,1,4,1,4,2,2,3,2,2,1,NA,105.864,16.048,14.152,0,24.999,22.929,0,21.295,0,0,53.808,77.293,61.869,52.557,0,52.395,0,14.894,4.783,4.687,6.051,6.896,5.583,7.442,25.31,9.058,9.351,7.876,11.963,14.613,10.114,3.771,3,24,13,25,17,14,26,7,1,20,4,2,7,3,4,4,4,2,1,3,3,1,2,4,4,4,4,4,4,1,2,3,1,1,2,4,4,4,2,2,3,2,1,3,2,3,1,2,4,4,4,1,3,2,1,3,2,4,68,7,6,2,2,1,1951,2,1,2,1,5,4,1,1,1,39,1,2,1,1,5,1,4,1,2019-10-08T18:02:36Z,2019-10-08T18:20:55Z
